time,N9
485,-48.26
486,-50.00
487,-51.74
488,-53.47
489,-55.18
490,-56.84
491,-58.45
492,-60.00
493,-61.47
494,-62.86
495,-64.14
496,-65.32
497,-66.38
498,-67.32
499,-68.13
500,-68.79
501,-69.32
502,-69.70
503,-69.92
504,-70.00
505,-69.92
506,-69.70
507,-69.32
508,-68.79
509,-68.13
510,-67.32
511,-66.38
512,-65.32
513,-64.14
514,-62.86
515,-61.47
516,-60.00
517,-58.45
518,-56.84
519,-55.18
520,-53.47
521,-51.74
522,-50.00
523,-48.26
524,-46.53
525,-44.82
526,-43.16
527,-41.55
528,-40.00
529,-38.53
530,-37.14
531,-35.86
532,-34.68
533,-33.62
534,-32.68
535,-31.87
536,-31.21
537,-30.68
538,-30.30
539,-30.08
540,-30.00
541,-30.08
542,-30.30
543,-30.68
544,-31.21
545,-31.87
546,-32.68
547,-33.62
548,-34.68
549,-35.86
550,-37.14
551,-38.53
552,-40.00
553,-41.55
554,-43.16
555,-44.82
556,-46.53
557,-48.26
558,-50.00
559,-51.74
560,-53.47
561,-55.18
562,-56.84
563,-58.45
564,-60.00
565,-61.47
566,-62.86
567,-64.14
568,-65.32
569,-66.38
570,-67.32
571,-68.13
572,-68.79
573,-69.32
574,-69.70
575,-69.92
576,-70.00
577,-69.92
578,-69.70
579,-69.32
580,-68.79
581,-68.13
582,-67.32
583,-66.38
584,-65.32
585,-64.14
586,-62.86
587,-61.47
588,-60.00
589,-58.45
590,-56.84
591,-55.18
592,-53.47
593,-51.74
594,-50.00
595,-48.26
596,-46.53
597,-44.82
598,-43.16
599,-41.55
600,-40.00
601,-38.53
602,-37.14
603,-35.86
604,-34.68
605,-33.62
606,-32.68
607,-31.87
608,-31.21
609,-30.68
610,-30.30
611,-30.08
612,-30.00
613,-30.08
614,-30.30
615,-30.68
616,-31.21
617,-31.87
618,-32.68
619,-33.62
620,-34.68
621,-35.86
622,-37.14
623,-38.53
624,-40.00
625,-41.55
626,-43.16
627,-44.82
628,-46.53
629,-48.26
630,-50.00
631,-51.74
632,-53.47
633,-55.18
634,-56.84
635,-58.45
636,-60.00
637,-61.47
638,-62.86
639,-64.14
640,-65.32
641,-66.38
642,-67.32
643,-68.13
644,-68.79
645,-69.32
646,-69.70
647,-69.92
648,-70.00
649,-69.92
650,-69.70
651,-69.32
652,-68.79
653,-68.13
654,-67.32
655,-66.38
656,-65.32
657,-64.14
658,-62.86
659,-61.47
660,-60.00
661,-58.45
662,-56.84
663,-55.18
664,-53.47
665,-51.74
666,-50.00
667,-48.26
668,-46.53
669,-44.82
670,-43.16
671,-41.55
672,-40.00
673,-38.53
674,-37.14
675,-35.86
676,-34.68
677,-33.62
678,-32.68
679,-31.87
680,-31.21
681,-30.68
682,-30.30
683,-30.08
684,-30.00
685,-30.08
686,-30.30
687,-30.68
688,-31.21
689,-31.87
690,-32.68
691,-33.62
692,-34.68
693,-35.86
694,-37.14
695,-38.53
696,-40.00
697,-41.55
698,-43.16
699,-44.82
700,-46.53
701,-48.26
702,-50.00
703,-51.74
704,-53.47
705,-55.18
706,-56.84
707,-58.45
708,-60.00
709,-61.47
710,-62.86
711,-64.14
712,-65.32
713,-66.38
714,-67.32
715,-68.13
716,-68.79
717,-69.32
718,-69.70
719,-69.92
720,-70.00
721,-69.92
722,-69.70
723,-69.32
724,-68.79
725,-68.13
726,-67.32
727,-66.38
728,-65.32
729,-64.14
730,-62.86
731,-61.47
732,-60.00
733,-58.45
734,-56.84
735,-55.18
736,-53.47
737,-51.74
738,-50.00
739,-48.26
740,-46.53
741,-44.82
742,-43.16
743,-41.55
744,-40.00
745,-38.53
746,-37.14
747,-35.86
748,-34.68
749,-33.62
750,-32.68
751,-31.87
752,-31.21
753,-30.68
754,-30.30
755,-30.08
756,-30.00
757,-30.08
758,-30.30
759,-30.68
760,-31.21
761,-31.87
762,-32.68
763,-33.62
764,-34.68
765,-35.86
766,-37.14
767,-38.53
768,-40.00
769,-41.55
770,-43.16
771,-44.82
772,-46.53
773,-48.26
774,-50.00
775,-51.74
776,-53.47
777,-55.18
778,-56.84
779,-58.45
780,-60.00
781,-61.47
782,-62.86
783,-64.14
784,-65.32
785,-66.38
786,-67.32
787,-68.13
788,-68.79
789,-69.32
790,-69.70
791,-69.92
792,-70.00
793,-69.92
794,-69.70
795,-69.32
796,-68.79
797,-68.13
798,-67.32
799,-66.38
800,-65.32
801,-64.14
802,-62.86
803,-61.47
804,-60.00
805,-58.45
806,-56.84
807,-55.18
808,-53.47
809,-51.74
810,-50.00
811,-48.26
812,-46.53
813,-44.82
814,-43.16
815,-41.55
816,-40.00
817,-38.53
818,-37.14
819,-35.86
820,-34.68
821,-33.62
822,-32.68
823,-31.87
824,-31.21
825,-30.68
826,-30.30
827,-30.08
828,-30.00
829,-30.08
830,-30.30
831,-30.68
832,-31.21
833,-31.87
834,-32.68
835,-33.62
836,-34.68
837,-35.86
838,-37.14
839,-38.53
840,-40.00
841,-41.55
842,-43.16
843,-44.82
844,-46.53
845,-48.26
846,-50.00
847,-51.74
848,-53.47
849,-55.18
850,-56.84
851,-58.45
852,-60.00
853,-61.47
854,-62.86
855,-64.14
856,-65.32
857,-66.38
858,-67.32
859,-68.13
860,-68.79
861,-69.32
862,-69.70
863,-69.92
864,-70.00
865,-69.92
866,-69.70
867,-69.32
868,-68.79
869,-68.13
870,-67.32
871,-66.38
872,-65.32
873,-64.14
874,-62.86
875,-61.47
876,-60.00
877,-58.45
878,-56.84
879,-55.18
880,-53.47
881,-51.74
882,-50.00
883,-48.26
884,-46.53
885,-44.82
886,-43.16
887,-41.55
888,-40.00
889,-38.53
890,-37.14
891,-35.86
892,-34.68
893,-33.62
894,-32.68
895,-31.87
896,-31.21
897,-30.68
898,-30.30
899,-30.08
900,-30.00
901,-30.08
902,-30.30
903,-30.68
904,-31.21
905,-31.87
906,-32.68
907,-33.62
908,-34.68
909,-35.86
910,-37.14
911,-38.53
912,-40.00
913,-41.55
914,-43.16
915,-44.82
916,-46.53
917,-48.26
918,-50.00
919,-51.74
920,-53.47
921,-55.18
922,-56.84
923,-58.45
924,-60.00
925,-61.47
926,-62.86
927,-64.14
928,-65.32
929,-66.38
930,-67.32
931,-68.13
932,-68.79
933,-69.32
934,-69.70
935,-69.92
936,-70.00
937,-69.92
938,-69.70
939,-69.32
940,-68.79
941,-68.13
942,-67.32
943,-66.38
944,-65.32
945,-64.14
946,-62.86
947,-61.47
948,-60.00
949,-58.45
950,-56.84
951,-55.18
952,-53.47
953,-51.74
954,-50.00
955,-48.26
956,-46.53
957,-44.82
958,-43.16
959,-41.55
960,-40.00
961,-38.53
962,-37.14
963,-35.86
964,-34.68
965,-33.62
966,-32.68
967,-31.87
968,-31.21
969,-30.68
970,-30.30
971,-30.08
972,-30.00
973,-30.08
974,-30.30
975,-30.68
976,-31.21
977,-31.87
978,-32.68
979,-33.62
980,-34.68
981,-35.86
982,-37.14
983,-38.53
984,-40.00
985,-41.55
986,-43.16
987,-44.82
988,-46.53
989,-48.26
990,-50.00
991,-51.74
992,-53.47
993,-55.18
994,-56.84
995,-58.45
996,-60.00
997,-61.47
998,-62.86
999,-64.14
1000,-65.32
1001,-66.38
1002,-67.32
1003,-68.13
1004,-68.79
1005,-69.32
1006,-69.70
1007,-69.92
1008,-70.00
1009,-69.92
1010,-69.70
1011,-69.32
1012,-68.79
1013,-68.13
1014,-67.32
1015,-66.38
1016,-65.32
1017,-64.14
1018,-62.86
1019,-61.47
1020,-60.00
1021,-58.45
1022,-56.84
1023,-55.18
1024,-53.47
1025,-51.74
1026,-50.00
1027,-48.26
1028,-46.53
1029,-44.82
1030,-43.16
1031,-41.55
1032,-40.00
1033,-38.53
1034,-37.14
1035,-35.86
1036,-34.68
1037,-33.62
1038,-32.68
1039,-31.87
1040,-31.21
1041,-30.68
1042,-30.30
1043,-30.08
1044,-30.00
1045,-30.08
1046,-30.30
1047,-30.68
1048,-31.21
1049,-31.87
1050,-32.68
1051,-33.62
1052,-34.68
1053,-35.86
1054,-37.14
1055,-38.53
1056,-40.00
1057,-41.55
1058,-43.16
1059,-44.82
1060,-46.53
1061,-48.26
1062,-50.00
1063,-51.74
1064,-53.47
1065,-55.18
1066,-56.84
1067,-58.45
1068,-60.00
1069,-61.47
1070,-62.86
1071,-64.14
1072,-65.32
1073,-66.38
1074,-67.32
1075,-68.13
1076,-68.79
1077,-69.32
1078,-69.70
1079,-69.92
1080,-70.00
1081,-69.92
1082,-69.70
1083,-69.32
1084,-68.79
1085,-68.13
1086,-67.32
1087,-66.38
1088,-65.32
1089,-64.14
1090,-62.86
1091,-61.47
1092,-60.00
1093,-58.45
1094,-56.84
1095,-55.18
1096,-53.47
1097,-51.74
1098,-50.00
1099,-48.26
1100,-46.53
1101,-44.82
1102,-43.16
1103,-41.55
1104,-40.00
1105,-38.53
1106,-37.14
1107,-35.86
1108,-34.68
1109,-33.62
1110,-32.68
1111,-31.87
1112,-31.21
1113,-30.68
1114,-30.30
1115,-30.08
1116,-30.00
1117,-30.08
1118,-30.30
1119,-30.68
1120,-31.21
1121,-31.87
1122,-32.68
1123,-33.62
1124,-34.68
1125,-35.86
1126,-37.14
1127,-38.53
1128,-40.00
1129,-41.55
1130,-43.16
1131,-44.82
1132,-46.53
1133,-48.26
1134,-50.00
1135,-51.74
1136,-53.47
1137,-55.18
1138,-56.84
1139,-58.45
1140,-60.00
1141,-61.47
1142,-62.86
1143,-64.14
1144,-65.32
1145,-66.38
1146,-67.32
1147,-68.13
1148,-68.79
1149,-69.32
1150,-69.70
1151,-69.92
1152,-70.00
1153,-69.92
1154,-69.70
1155,-69.32
1156,-68.79
1157,-68.13
1158,-67.32
1159,-66.38
1160,-65.32
1161,-64.14
1162,-62.86
1163,-61.47
1164,-60.00
1165,-58.45
1166,-56.84
1167,-55.18
1168,-53.47
1169,-51.74
1170,-50.00
1171,-48.26
1172,-46.53
1173,-44.82
1174,-43.16
1175,-41.55
1176,-40.00
1177,-38.53
1178,-37.14
1179,-35.86
1180,-34.68
1181,-33.62
1182,-32.68
1183,-31.87
1184,-31.21
1185,-30.68
1186,-30.30
1187,-30.08
1188,-30.00
1189,-30.08
1190,-30.30
1191,-30.68
1192,-31.21
1193,-31.87
1194,-32.68
1195,-33.62
1196,-34.68
1197,-35.86
1198,-37.14
1199,-38.53
1200,-40.00
1201,-41.55
1202,-43.16
1203,-44.82
1204,-46.53
1205,-48.26
1206,-50.00
1207,-51.74
1208,-53.47
1209,-55.18
1210,-56.84
1211,-58.45
1212,-60.00
1213,-61.47
1214,-62.86
1215,-64.14
1216,-65.32
1217,-66.38
1218,-67.32
1219,-68.13
1220,-68.79
1221,-69.32
1222,-69.70
1223,-69.92
1224,-70.00
1225,-69.92
1226,-69.70
1227,-69.32
1228,-68.79
1229,-68.13
1230,-67.32
1231,-66.38
1232,-65.32
1233,-64.14
1234,-62.86
1235,-61.47
1236,-60.00
1237,-58.45
1238,-56.84
1239,-55.18
1240,-53.47
1241,-51.74
1242,-50.00
1243,-48.26
1244,-46.53
1245,-44.82
1246,-43.16
1247,-41.55
1248,-40.00
1249,-38.53
1250,-37.14
1251,-35.86
1252,-34.68
1253,-33.62
1254,-32.68
1255,-31.87
1256,-31.21
1257,-30.68
1258,-30.30
1259,-30.08
1260,-30.00
1261,-30.08
1262,-30.30
1263,-30.68
1264,-31.21
1265,-31.87
1266,-32.68
1267,-33.62
1268,-34.68
1269,-35.86
1270,-37.14
1271,-38.53
1272,-40.00
1273,-41.55
1274,-43.16
1275,-44.82
1276,-46.53
1277,-48.26
1278,-50.00
1279,-51.74
1280,-53.47
1281,-55.18
1282,-56.84
1283,-58.45
1284,-60.00
1285,-61.47
1286,-62.86
1287,-64.14
1288,-65.32
1289,-66.38
1290,-67.32
1291,-68.13
1292,-68.79
1293,-69.32
1294,-69.70
1295,-69.92
1296,-70.00
1297,-69.92
1298,-69.70
1299,-69.32
1300,-68.79
1301,-68.13
1302,-67.32
1303,-66.38
1304,-65.32
1305,-64.14
1306,-62.86
1307,-61.47
1308,-60.00
1309,-58.45
1310,-56.84
1311,-55.18
1312,-53.47
1313,-51.74
1314,-50.00
1315,-48.26
1316,-46.53
1317,-44.82
1318,-43.16
1319,-41.55
1320,-40.00
1321,-38.53
1322,-37.14
1323,-35.86
1324,-34.68
1325,-33.62
1326,-32.68
1327,-31.87
1328,-31.21
1329,-30.68
1330,-30.30
1331,-30.08
1332,-30.00
1333,-30.08
1334,-30.30
1335,-30.68
1336,-31.21
1337,-31.87
1338,-32.68
1339,-33.62
1340,-34.68
1341,-35.86
1342,-37.14
1343,-38.53
1344,-40.00
1345,-41.55
1346,-43.16
1347,-44.82
1348,-46.53
1349,-48.26
1350,-50.00
1351,-51.74
1352,-53.47
1353,-55.18
1354,-56.84
1355,-58.45
1356,-60.00
1357,-61.47
1358,-62.86
1359,-64.14
1360,-65.32
1361,-66.38
1362,-67.32
1363,-68.13
1364,-68.79
1365,-69.32
1366,-69.70
1367,-69.92
1368,-70.00
1369,-69.92
1370,-69.70
1371,-69.32
1372,-68.79
1373,-68.13
1374,-67.32
1375,-66.38
1376,-65.32
1377,-64.14
1378,-62.86
1379,-61.47
1380,-60.00
1381,-58.45
1382,-56.84
1383,-55.18
1384,-53.47
1385,-51.74
1386,-50.00
1387,-48.26
1388,-46.53
1389,-44.82
1390,-43.16
1391,-41.55
1392,-40.00
1393,-38.53
1394,-37.14
1395,-35.86
1396,-34.68
1397,-33.62
1398,-32.68
1399,-31.87
1400,-31.21
1401,-30.68
1402,-30.30
1403,-30.08
1404,-30.00
1405,-30.08
1406,-30.30
1407,-30.68
1408,-31.21
1409,-31.87
1410,-32.68
1411,-33.62
1412,-34.68
1413,-35.86
1414,-37.14
1415,-38.53
1416,-40.00
1417,-41.55
1418,-43.16
1419,-44.82
1420,-46.53
1421,-48.26
1422,-50.00
1423,-51.74
1424,-53.47
1425,-55.18
1426,-56.84
1427,-58.45
1428,-60.00
1429,-61.47
1430,-62.86
1431,-64.14
1432,-65.32
1433,-66.38
1434,-67.32
1435,-68.13
1436,-68.79
1437,-69.32
1438,-69.70
1439,-69.92
1440,-70.00
1441,-69.92
1442,-69.70
1443,-69.32
1444,-68.79
1445,-68.13
1446,-67.32
1447,-66.38
1448,-65.32
1449,-64.14
1450,-62.86
1451,-61.47
1452,-60.00
1453,-58.45
1454,-56.84
1455,-55.18
1456,-53.47
1457,-51.74
1458,-50.00
1459,-48.26
1460,-46.53
1461,-44.82
1462,-43.16
1463,-41.55
1464,-40.00
1465,-38.53
1466,-37.14
1467,-35.86
1468,-34.68
1469,-33.62
1470,-32.68
1471,-31.87
1472,-31.21
1473,-30.68
1474,-30.30
1475,-30.08
1476,-30.00
1477,-30.08
1478,-30.30
1479,-30.68
1480,-31.21
1481,-31.87
1482,-32.68
1483,-33.62
1484,-34.68
1485,-35.86
1486,-37.14
1487,-38.53
1488,-40.00
1489,-41.55
1490,-43.16
1491,-44.82
1492,-46.53
1493,-48.26
1494,-50.00
1495,-51.74
1496,-53.47
1497,-55.18
1498,-56.84
1499,-58.45
1500,-60.00
1501,-61.47
1502,-62.86
1503,-64.14
1504,-65.32
1505,-66.38
1506,-67.32
1507,-68.13
1508,-68.79
1509,-69.32
1510,-69.70
1511,-69.92
1512,-70.00
1513,-69.92
1514,-69.70
1515,-69.32
1516,-68.79
1517,-68.13
1518,-67.32
1519,-66.38
1520,-65.32
1521,-64.14
1522,-62.86
1523,-61.47
1524,-60.00
1525,-58.45
1526,-56.84
1527,-55.18
1528,-53.47
1529,-51.74
1530,-50.00
1531,-48.26
1532,-46.53
1533,-44.82
1534,-43.16
1535,-41.55
1536,-40.00
1537,-38.53
1538,-37.14
1539,-35.86
1540,-34.68
1541,-33.62
1542,-32.68
1543,-31.87
1544,-31.21
1545,-30.68
1546,-30.30
1547,-30.08
1548,-30.00
1549,-30.08
1550,-30.30
1551,-30.68
1552,-31.21
1553,-31.87
1554,-32.68
1555,-33.62
1556,-34.68
1557,-35.86
1558,-37.14
1559,-38.53
1560,-40.00
1561,-41.55
1562,-43.16
1563,-44.82
1564,-46.53
1565,-48.26
1566,-50.00
1567,-51.74
1568,-53.47
1569,-55.18
1570,-56.84
1571,-58.45
1572,-60.00
1573,-61.47
1574,-62.86
1575,-64.14
1576,-65.32
1577,-66.38
1578,-67.32
1579,-68.13
1580,-68.79
1581,-69.32
1582,-69.70
1583,-69.92
1584,-70.00
1585,-69.92
1586,-69.70
1587,-69.32
1588,-68.79
1589,-68.13
1590,-67.32
1591,-66.38
1592,-65.32
1593,-64.14
1594,-62.86
1595,-61.47
1596,-60.00
1597,-58.45
1598,-56.84
1599,-55.18
1600,-53.47
1601,-51.74
1602,-50.00
1603,-48.26
1604,-46.53
1605,-44.82
1606,-43.16
1607,-41.55
1608,-40.00
1609,-38.53
1610,-37.14
1611,-35.86
1612,-34.68
1613,-33.62
1614,-32.68
1615,-31.87
1616,-31.21
1617,-30.68
1618,-30.30
1619,-30.08
1620,-30.00
1621,-30.08
1622,-30.30
1623,-30.68
1624,-31.21
1625,-31.87
1626,-32.68
1627,-33.62
1628,-34.68
1629,-35.86
1630,-37.14
1631,-38.53
1632,-40.00
1633,-41.55
1634,-43.16
1635,-44.82
1636,-46.53
1637,-48.26
1638,-50.00
1639,-51.74
1640,-53.47
1641,-55.18
1642,-56.84
1643,-58.45
1644,-60.00
1645,-61.47
1646,-62.86
1647,-64.14
1648,-65.32
1649,-66.38
1650,-67.32
1651,-68.13
1652,-68.79
1653,-69.32
1654,-69.70
1655,-69.92
1656,-70.00
1657,-69.92
1658,-69.70
1659,-69.32
1660,-68.79
1661,-68.13
1662,-67.32
1663,-66.38
1664,-65.32
1665,-64.14
1666,-62.86
1667,-61.47
1668,-60.00
1669,-58.45
1670,-56.84
1671,-55.18
1672,-53.47
1673,-51.74
1674,-50.00
1675,-48.26
1676,-46.53
1677,-44.82
1678,-43.16
1679,-41.55
1680,-40.00
1681,-38.53
1682,-37.14
1683,-35.86
1684,-34.68
1685,-33.62
1686,-32.68
1687,-31.87
1688,-31.21
1689,-30.68
1690,-30.30
1691,-30.08
1692,-30.00
1693,-30.08
1694,-30.30
1695,-30.68
1696,-31.21
1697,-31.87
1698,-32.68
1699,-33.62
1700,-34.68
1701,-35.86
1702,-37.14
1703,-38.53
1704,-40.00
1705,-41.55
1706,-43.16
1707,-44.82
1708,-46.53
1709,-48.26
1710,-50.00
1711,-51.74
1712,-53.47
1713,-55.18
1714,-56.84
1715,-58.45
1716,-60.00
1717,-61.47
1718,-62.86
1719,-64.14
1720,-65.32
1721,-66.38
1722,-67.32
1723,-68.13
1724,-68.79
1725,-69.32
1726,-69.70
1727,-69.92
1728,-70.00
1729,-69.92
1730,-69.70
1731,-69.32
1732,-68.79
1733,-68.13
1734,-67.32
1735,-66.38
1736,-65.32
1737,-64.14
1738,-62.86
1739,-61.47
1740,-60.00
1741,-58.45
1742,-56.84
1743,-55.18
1744,-53.47
1745,-51.74
1746,-50.00
1747,-48.26
1748,-46.53
1749,-44.82
1750,-43.16
1751,-41.55
1752,-40.00
1753,-38.53
1754,-37.14
1755,-35.86
1756,-34.68
1757,-33.62
1758,-32.68
1759,-31.87
1760,-31.21
1761,-30.68
1762,-30.30
1763,-30.08
1764,-30.00
1765,-30.08
1766,-30.30
1767,-30.68
1768,-31.21
1769,-31.87
1770,-32.68
1771,-33.62
1772,-34.68
1773,-35.86
1774,-37.14
1775,-38.53
1776,-40.00
1777,-41.55
1778,-43.16
1779,-44.82
1780,-46.53
1781,-48.26
1782,-50.00
1783,-51.74
1784,-53.47
1785,-55.18
1786,-56.84
1787,-58.45
1788,-60.00
1789,-61.47
1790,-62.86
1791,-64.14
1792,-65.32
1793,-66.38
1794,-67.32
1795,-68.13
1796,-68.79
1797,-69.32
1798,-69.70
1799,-69.92
1800,-70.00
1801,-69.92
1802,-69.70
1803,-69.32
1804,-68.79
1805,-68.13
1806,-67.32
1807,-66.38
1808,-65.32
1809,-64.14
1810,-62.86
1811,-61.47
1812,-60.00
1813,-58.45
1814,-56.84
1815,-55.18
1816,-53.47
1817,-51.74
1818,-50.00
1819,-48.26
1820,-46.53
1821,-44.82
1822,-43.16
1823,-41.55
1824,-40.00
1825,-38.53
1826,-37.14
1827,-35.86
1828,-34.68
1829,-33.62
1830,-32.68
1831,-31.87
1832,-31.21
1833,-30.68
1834,-30.30
1835,-30.08
1836,-30.00
1837,-30.08
1838,-30.30
1839,-30.68
1840,-31.21
1841,-31.87
1842,-32.68
1843,-33.62
1844,-34.68
1845,-35.86
1846,-37.14
1847,-38.53
1848,-40.00
1849,-41.55
1850,-43.16
1851,-44.82
1852,-46.53
1853,-48.26
1854,-50.00
1855,-51.74
1856,-53.47
1857,-55.18
1858,-56.84
1859,-58.45
1860,-60.00
1861,-61.47
1862,-62.86
1863,-64.14
1864,-65.32
1865,-66.38
1866,-67.32
1867,-68.13
1868,-68.79
1869,-69.32
1870,-69.70
1871,-69.92
1872,-70.00
